label, sentence
silent_movie,begin a black and white silent film experience
silent_movie,Initiate playback of a Romance silent film by Moviemax on the car's headrest screens
movie,start a coming of age movie
podcast,What's the latest on drama fiction podcast ? Anything exciting happening
news,play news updates
podcast,Tell me about feminist podcast available on New Advent and start playback
movie,Can you play a movie directed by Dmitriy Tsupko where Klara Issova goes on a quest on Kanopy
trailer,show me a glimpse of a chilling horror
video,show me a viral video
bw_movie,Find and play a classic movie in the bedroom, if it's possible, without chromatic hues
podcast,Look for Hoje Tem Podcast on Odia Bibhaba and start playback
cartoon,What are the top-rated children's cartoons
music,Loop through Julian Piper 's musical catalog on SoundCloud 
cartoon,Begin a cartoon marathon for a trip down memory lane
music,Conduct a sonic exploration of Exploding from Jin Hye-won on PlayStation Music
podcast,search for Vampire Pandemics - Past and Present
music,Play the The Bird of Red and Gold album by Vania Larissa on pandora for me
silent_movie,play a silent cinema classic treasure
news,Give me the latest news highlights from Kenya: Democracy on trial? in Kenya on BBC News App 
cartoon,show me a cartoon episode that promotes creativity
tv_channel,Switch to PAOK Channel on SportSouth for a live TV 
movie,Commence the cinematic journey of Love at Large on Youtube Movies 
silent_movie,Create a serene ambiance in the nursery; play a calming space fantasy silent film on the nursery smart speaker
video,Check out C&Rsenal for science videos
movie,Play the movie They Are All My Children on Prime Fight Play for me, pretty please
podcast,Tell me about home and gardening podcast available on Revistes Catalanes amb Acces Obert and suggest something
radio_drama,Tell me about crime noir available on Cultural Japan and start playback
audiobook,Play an audio book in the history of Salvadoran literature section on Hachette Audio UK 
ad,Give me the auditory interpretation of Revenge of The Petites on Hoopla 
movie,Cue up The Faces of the Moon from Kyrgyztelefilm on Viddsee my dude
adult,Explore explicit transgender pornography material
hentai,Can you search for hentai content online
movie,search Telefoni Bianchi
movie,I remember enjoying a film directed by Hisashi Toma , maybe you could find it for me on Tidal
movie,Stream the movie Adam feltamadasa on Tubi, you won't regret it, man
bts,start a video on film theory
documentary,Discover the documentary titled Doctor Who: The Commentaries currently streaming on YouTube (Documentary section) 
movie,Start the movie Olsenbanden og Dynamitt-Harry pa sporet now
movie,Wouldst thou kindly initiate the display of the film Manana puedo morir in the poliziotteschi category on Youtube Movies
movie,Play Blackheart from Videorama on Cavea Plus, if you can
music,start a music journey
music,play a song for creative work
movie,Play the movie Paper Wheat directed by Vito Vinci and starring Dean-Charles Chapman 
music,Start playing American metal from West Bengal Public Library Network 
audiobook,What's a highly recommended Black bird by Jude Dibia for a quiet night on LearnOutLoud.com 
podcast,Explore Wikipedia Weekly Network for true crime podcasts
music,I'm in the mood for Medley: Intro by Stepan Cervenka from the album The Nubians of Plutonia on Electric Jukebox 
news,What's the local news buzz on Newsmax TV Online 
video,Explore makeup tutorial videos for a natural look on Crackle 
music,Mix and shuffle the music
series,I need a relaxing episode what's a good choice from NCIS: Los Angeles on NPO Start 
podcast,Can you recommend self-improvement podcast on Biblioteka Wirtualna Nauki and start playing
video,Watch the latest videos in gaming on EjenAli 
silent_movie,Can you initiate a silent movie session in the car on the entertainment system
radio_drama,Search for crime noir on Ohio Memory and initiate playback
podcast,Start spoken podcast and play episodes in reverse order
movie,Play the film Onna no Hosomichi: Nureta Kaikyo in the chick flick category on Vudu
podcast,What's the longest episode of Keluar Sekejap available on Cane and Rinse network 
series,Recommend a series with a compelling mystery on Twitch 
cartoon,Suggest a children's animated film with educational content
documentary,documentary on the history of art
short_film,Play a short film for a quick and entertaining break
game,Let's spice up our day with a dash of Uglydolls: An Imperfect Adventure on Video-Pro 
game,Let's jump into WaveCrash!! for a while
radio_drama,watch Dr. Grimshaw's Sanitorium
video,I'm in the mood for videos showcasing breathtaking underwater wildlife on LOHRO 
movie,Can you start watching Genug - Jeder hat eine Grenze on Hoopla by Namava for me, dear
audio,search sounds
movie,Play the movie Dust (On Wheels ) in the Cinepoetry category on Hulu . It's directed by Villa del Cine and has a compelling storyline
music,Explore Gaana for new ancient Chinese music releases from Madison Gate Records 
podcast,search film history podcast
music,I'm really into new flamenco these days, especially Toddle 
cartoon,Watch something similar to Academician Ivanov on Direktesport 
music,start a productive music session
trailer,play the movie trailer with the highest ratings
silent_movie,Watch L'Homme du large on Fox Nation and initiate playback
audiobook,Continue listening to the spoken book Acts and Ordinances of the Interregnum on Brilliance Audio 
silent_movie,Let's enjoy a silent movie from Sweetheart Video on Prime Fight Play in the study nook
movie,Put on a film directed by Joseph Neyra Ramirez in the Narco pelicula category, and make it snappy
bw_movie,Would you mind launching a vintage Faust et Marguerite in shades of gray on the home theater system
trailer,show me a sneak peek of a musical
music,Have you explored Ermes Alesi 's discography beyond their popular hits
podcast,Recommend food and drinks podcast on Skemman.is and play it for me
hentai,Start playing StarJewel from Inguma
news,I want to catch up on the news
cartoon,play a cartoon with imaginative and magical elements
movie,Watch Love Charlie: The Rise and Fall of Chef Charlie Trotter on HBO Now 
music,play something by Jake Quickenden
bw_movie,Initiate playback of a screwball comedy film black and white film on the living room TV
music,start a flamenco guitar playlist
cartoon,show me an animated short
music,What's your take on The Crinn 's latest release, DEEP ~ brand new story~  
video,Show me some cat videos on Means.tv 
documentary,play social documentaries
music,Start a music playlist
adult,Find MILF pornography videos
cartoon,Recommend a good Smurfs: A Aldeia Perdida for kids
audio,Look for observational comedy audio recording on National Science Digital Library
movie,Seriously, start viewing Giorgio Armani: Calvin Klein on Prime Fight Play now, it's, like, amazing
movie,Suggest a great Wire fu film such as Objectiu: Bin Laden on the smart TV
documentary,Explore the documentary selection on Vudu 
podcast,play podcasts on conspiracy theories
silent_movie,Play a action film silent movie on the VR headset; let's make it immersive from Action Concept 
hentai,List Harukoi Otome and play something for me on Qatar Digital Library 
video,Watch prank on Twitch and initiate playback
radio_drama,Play the latest episode of The Human Factor on Google Podcasts 
video,I want to watch technology on MLS Season Pass and start playback
music,Find and play a O S T I haven't discovered
music,Play the Top 40 Countdown playlist with The Cliff and other Jazz in den Vereinigten Staaten hits on NetEase Cloud Music from Guelmi Music 
music,Give me details about Kaseko on Open Music Library and initiate playback
movie,Load the postmodern horror film film Paraiso relax on Mubi 
game,let's play a Western role-playing game
series,Show me the highest-rated episode of Platform 7 on Showtime Anytime 
movie,I want to watch a movie directed by Erik Lund on Sling TV
tv_channel,Play Bayon Television series on Trident Television 
bts,I'd like to begin watching the behind-the-scenes of Mina syytan on Google Play Movies & TV 
movie,Can you play the latest release from Emei Film Group on Viddsee
cartoon,play a cartoon
game,Can we start up Hyperkin RetroN 3 HD and play some Me Smart Orc in retro mode
radio_drama,Play the latest dramatized storytelling drama
silent_movie,Search for no-dialogue films
hentai,List Dokyusei 2 episodes now
comic,Start streaming the motion comic named The Dark Knight Returns on DC Universe 
silent_movie,play a silent film from the golden age of cinema
movie,I really want to see Terminatorul on Kanopy by Asian Academy of Film & Television
movie,I can't seem to figure this out! A profeta-jatek from Broad Green Pictures in the exploitation film category on Tidal is playing hide and seek with me
podcast,Suggest podcasts with high ratings and positive reviews on Ximalaya FM 
movie,Play some random movie, I trust your choice
cartoon,Search for cartoon series episodes to watch and relax
series,Watch the pilot episode of Partners in Rhyme on Direktesport 
movie,Can you start a movie directed by Srinivasa Rao Jonnalagadda from 2Plan2 on HBO Now, dear
radio_drama,I love Industrial Evolution , play it on Centre Virtuel de la Connaissance sur l'Europe 
radio_drama,What's the most talked-about romance radio drama on Castbox right now
podcast,Suggest drama podcast on Victorian Web and tell me why
news,Tune in to Anti-Semitism and Islamophobia: Old fears, new threats? news on TuneIn Radio 
movie,Which movie is trending on YouTube Movies 
movie,Suggest some films from Regina-Film directed by Ingeborg C. Eiland on Filimo 
hentai,show me adult animated movies online
movie,Why is it so complicated to find Shantytown from Scandinavian Film Distribution in the pocket film category on Vimeo On Demand? Can you simplify this for me
movie,I'm in the mood for a movie directed by Hiroyuki Yano on Cavea Plus
music,play a song for chilling
bts,start a video on film financing
music,start a music session
comic,I want to watch Superman: Red Son on Fox Nation
radio_drama,Play a captivating dramatized storytelling episode
bw_movie,What are your thoughts on starting streaming a torture porn black and white movie on the living room TV
movie,Find Na zlej drodze streaming on Prime Fight Play 
trailer,play the trailer for a war movie
audio,play car engine rumble
cartoon,watch a cartoon with adventurous quests
music,Recommend a diverse Christmas religious music reggae vibes on FLO 
music,Suggest a song by LaShun Pace Rhodes on Naver VIBE from Rising High Records 
movie,Quit yammering and play a movie with Jim Parrack in it on Cavea Plus 
movie,Shuffle and play a movie, any will do
audio,play eerie wind sounds
audio,Suggest something similar to battle record on Mountain West Digital Library and start playing
movie,I need some serious vibes right now, play Stagestruck on Youtube Movies , it's, like, the only epidemic film that can lift my mood
short_film,start a brief cinematic experience
documentary,What are some documentaries I can watch on Discovery+ 
music,start a song by Duratierra
podcast,play a gaming podcast
anime,Let's play some anime content any recommendations
documentary,What's the latest on Made in Denmark 
music,Recommend something similar to musik pop on University of Maiduguri Library and start playing
music,Suggest a Electronic Bliss by M24 on Audiomack 
adult,show me adult material
short_film,play a film under 1 hour
movie,What phantom ride movies can I watch on M-CAS 
audio,List break-in on Theodore Roosevelt Digital Library
music,Put on a mood lifter
podcast,Give me details about children's educational podcast on Edo University Iyamho Library and initiate playback
radio_drama,Search for audio performance episodes by Big Finish Productions
game,Can we get Marvel vs. Capcom: Clash of Super Heroes on Bud Light BL6 ASAP
movie,Start streaming the movie directed by The Bubble Factory Prescription For Romance on Vimeo On Demand man
radio_drama,What's the current hit in humor radio theatre on Overcast 
radio_drama,Give me details about war radio play on Statens Netbibliotek
series,Recommend a series with great cinematography on Anime Onegai 
audio,I recommend speech audio recording
movie,Watch Put do unistenja from F-Seitse on Hulu, it's, like, a must-see
movie,Watch that wonderful movie Aagathan on Peerflix from Maison 4:3
series,I want to watch the season finale of Benson on Stremium 
movie,Start streaming The Last Days of Pompeii from Gloria Films on Shudder man
music,Play Ima Kaze No Naka De by Green Giant off of the album Two Way Monologue on Napster 
music,How 'bout we play I En Drom from Jamrose on PureVolume, man
hentai,I hate when Otome Saku happens
audio,Can you recommend technical audio recording 
video,Explore YouTube Premium for drama videos
movie,Might I implore thee to commence the skate video movie Bartender of the Golden Anchor from Celio Film on FandangoNOW posthaste
hentai,I enjoy exploring Comic Hot Milk on different platforms
music,Activate a OST playlist
music,Shuffle a motivating music playlist
audio,start break-in
documentary,Explore Vulnerable Histories (A Road Movie) and initiate playback
game,Let's experience Brother Perro on Match Junior/Robot - Occitel 2 
audio,play nature sounds
radio,tune into web radio station
movie,Commence playback of Musketeers Forever on Vimeo On Demand
radio_drama,I love Judge Dredd: The Big Shot!
music,Give me details about dirty rap on Aesthetic Realism Online Library and recommend something
series,Play a random episode from To Cook a Bear on FXNOW 
ad,Provide the narrated account of Codi 46 on Showtime 
radio,play radio for pet care tips
podcast,Find something similar to Food and Drink on Liburuklik and play it
bts,start a video on film technology
bw_movie,play a black and white work of art
silent_movie,Initiate playback of a War silent film on the gaming console in the gaming room
radio,Discover new radio genres
music,Could you play something different
documentary,Tell me about the latest documentaries on YouTube (Documentary section) 
comic,Start streaming the motion comic with the title Batman: Year One on LINE WEBTOON in the comics adaptation genre
series,Play the latest season of Ubistva u Midsomeru on Side+ 
movie,Can you recommend a good cinema verite film directed by Joan Pilgaard Bloom? Maybe Kaiji 2: The Ultimate Gambler on Avanti Cinema
silent_movie,Play a silent film
adult_asmr,Look for Erotic sexy ASMR on SexVid 
video,show me travel destination videos
movie,I don't care about your preferences; just get me a movie with Zaskia Adya Mecca on Mubi 
music,play the latest hits
music,What ainam songs are gaining popularity on fizy from Latino Buggerveil 
silent_movie,Play a silent movie by Babaloo Studios on the home security system display
adult,play adult programs
radio_drama,Find me a detective radio drama on Shoestring Radio Theatre 
news,Keep me informed with The Mike O'Meara Show on YouTube News 
hentai,Start hentai content on the screen - curious to explore
movie,I've got better things to do than figure out film studios; just play the movie tick, tick...BOOM!
movie,Cue up the movie directed by Yibo Koko and featuring Gareth Jewell on Netflix
audiobook,Play a science fiction book reading on Edition Apollon 
silent_movie,I'm on a quest for a Gendai-geki silent gem on Tubi any suggestions
movie,I don't have time for your movie director trivia; just tell me if Oltre le linee nemiche is on Netflix
movie,play a romantic film
adult,play a mature video
audio,start tropical bird sounds
documentary,show me documentaries on ancient civilizations
silent_movie,play a film from the silent movie era
movie,Throw on a movie, something cool like The Works and Days or maybe a computer-animated film film by Khalabo Ink Society 
podcast,Tell me about educational technology podcast
audiobook,Read a book from United Kingdom for me
video,Search for science content on Technology Connections 
documentary,Play Straight Out - Stories from Iceland on Scientific heritage of Russia and tell me more about it
movie,Play a classic theatrical release 
movie,Seriously, play Levitation from Marianna Films on Hoopla, it's a cinematic marvel
radio_drama,Find something similar to historic adventure and play it
movie,Initiate playback of Plump Fiction on Hoopla 
music,Can we please have So Tired by Dominici on PlayStation Music
movie,Play Ruhlin in His Training Quarters from LevelK on Prime Fight Play, if it's convenient
hentai,I hate Desire
music,Put together a positive vibes music playlist
music,Play a classic hit
ad,Tell me about Al final de la noche on Kemi adetiba visuals for the visually impaired
music,Randomize the song selection
cartoon,What's a Mironins that's suitable for a family movie night
bw_movie,Is there a space fantasy black and white movie you could recommend for playback in the kitchen
movie,Start the reaction video movie El llibre de la selva from Nevafilm on Mubi . It's a visually stunning film that has received critical acclaim
video,start a tech tutorial video
bts,show me the behind the scenes of Inception
comic,start a story with a visual component
movie,My dear, could you play a lovely film in the screwball comedy film category directed by Madhu Kaithapram
podcast,Tell me about The Skeptics' Guide to the Universe on Podcast QR 
movie,Unleash the viewing of Without My Daughter from About Film on Google Play Movies & TV 
movie,suggest a movie in the Western category available on Amazon Prime Video 
bw_movie,Initiate playback of an old Faust et Marguerite on the home theater system
radio_drama,Start playing entertainment radio play from FictionBook.ru 
audio,play cave echoes
series,Find episodes of Il commissario Ricciardi with high viewer ratings on HiDive 
audiobook,Immerse yourself in the rich tones of a well-narrated narrated story 
music,I recently discovered Sleep On It and their album The Mirror Pool it's amazing
music,Explore musique BASS albums on Bandcamp 
movie,Play a Christian film film directed by Elkan Allan starring Dominic Carter on FilmStruck
documentary,Recommend a must-watch Music documentary on Apple TV+ 
music,Could you play the classic Suicide from Torquato e i Quattro on MyMusic
documentary,Inform me about Trinity Y Mas Alla: La Pelicula Bomba Atomica on Hemeroteca Digital de la Biblioteca Nacional de Espana and recommend something
video,Discover videos discussing interesting facts and trivia on Showtime Anytime 
bts,Start FandangoNOW and show me behind-the-scenes of Son of Samson 
bw_movie,Watch Faust et Marguerite on Deedo and start playback
movie,Play a motion picture with action scenes
radio,Listen to a radio program that suits your mood
movie,Can you suggest a Economics film movie available on Youtube TV 
tv_channel,play ORTF Television
music,Suggest something similar to Pinoy folk rock on Occitanica and start playing
music,Give me details about Azonto on ZapSplat without spoilers
news,I'm curious about the Vremya news buzz on NHK World Radio 
music,Can you start Riccardo Sinigallia and play the song Deep Thought by THE CREATOR OF on Spotify 
video,video from WUMMS
audio,How about some ambient noise 
radio_drama,Play a radio drama on RSS feed 
music,Look up tunes for me
podcast,I enjoy content related to law and justice podcast on ImWerden 
silent_movie,Can you initiate a silent film session on the digital photo frame in the living room
audiobook,play an narrated story on mythology
radio_drama,Discover some new sci-fi adventure radio dramas on Lux Radio Theatre 
comic,Start playing a original English-language manga motion comic on Google Play Movies & TV 
movie,Watch the movie Kagoj on Viddsee with Provident Films's touch
game,Time for some Shard of Inovar on TV Fun 405a , you in
movie,Cue up The Rendezvous - Profezia mortale in the triathlon films category on Peacock man
hentai,Explore Oppai no Ouja 48 and initiate playback on University of Florida Digital Collections 
movie,recommend a movie in the alternative cinema category with a strong storyline on Netflix 
documentary,Find something similar to Survivor in a Time of Chaos on Liburubila and play it
movie,Can you play a superhero movie directed by Benjamin Massoubre on Hulu
hentai,play hentai scenes online
tv_channel,Explore TV channel program options on TMF through Fresh One Productions 
radio_drama,Give me details about Peri and the Piscon Paradox on MERLOT and initiate playback
podcast,Start playing entertainment podcast on Feedbooks 
series,Play the next episode of The Strategy Session on Anime Onegai 
news,play news special
audio,Can you recommend radio show recording for a casual evening
short_film,watch a concise movie with a positive impact
audiobook,Find me an medical literature with an inspirational theme on CSA Word 
radio_drama,Recommend an audio drama from romantic drama on Podbean 
music,Play a new and unfamiliar song
music,start a gym playlist
audiobook,Play a book by a Zambia author on Audiobooks Now 
video,Look for DIY home improvement videos and play them on ANT1+ 
series,Watch Bridge and Tunnel on GolfTV 
documentary,I hate when Biography happens
bts,Play exclusive backstage to lighten up the mood
video,Play cute cat videos on Medi@theque Numerique CVS 
movie,start home invasion
silent_movie,Can you recommend a silent film that captures the essence of Magnolia Pictures on Moviechi 
music,play a tarantella napoletana song
news,Start news analysis with the latest updates
audiobook,I want to explore a new maqama series on Readly 
podcast,Find me science podcasts suitable for a road trip on Podcruncher 
music,What's the latest on Post metal 
silent_movie,Start a German underground horror silent film on the smart fridge display in the kitchen
movie,Who stars in Gambling Wives from the found film category on Paramount+
movie,Play a movie from Amrion on M-CAS 
game,How about immersing ourselves in The Sims Livets Historier on Commodore TV Game 2000K and Commodore TV Game 3000H 
hentai,Play El on BBC voice project and tell me more about it
silent_movie,I'm in the mood for a cinematic journey without words; suggest a silent film on Crave 
documentary,I enjoy exploring True Crime on different platforms
music,Start a favorite melody
short_film,Play a short film
music,Put on a catchy tune
movie,Give me information about the Central African Republic film Chinese Kamasutra II 
bw_movie,play a classic black and white picture
music,search 90s Nostalgia
music,I enjoy content related to weightless , what do you suggest
movie,Cue up the film Down Town with Helmut Stange on tabii
video,Show me the best documentary shows on DAZN 
adult,show me adult videos
audiobook,Listen to the book reading Turath al-Islam ('Alam al-ma'rifah) (1978) on Edition Apollon 
hentai,Play adult-oriented anime - I'm feeling adventurous
podcast,Tell me about the most recent guest on Anything But a One! Adventures in Historical Miniature Wargaming on Yahoo! Podcasts 
audiobook,start The Magician of Lhasa audio storytelling
silent_movie,Recommend some silent films from Lesotho on Peacock 
news,start a news summary podcast
movie,Search for action comedy film films on Netflix 
news,Play the latest news on Euronews Stream 
series,What's the latest buzz about Nakemiin vaan on Kocowa 
documentary,Play something related to Politics on Homeland Security Digital Library 
movie,Explore the visual narrative of Bedingungslos - Im Netz der Leidenschaft in concert film on Starz 
documentary,play documentaries on cultural heritage
documentary,Find Satortabor in the documentary section while browsing HBO Max 
podcast,What are the top podcasts on Radiotopia right now
audio,play vintage radio tuning
podcast,I enjoy exploring Your Fave Is Problematic on different platforms
music,List monodrama and play something for me
movie,Watch Mindenkeppen talan on Kemi adetiba visuals, if it's available, young fella
movie,find me a movie that's trending and available on Kanopy 
hentai,watch adult cartoon videos
music,Let's play song now
podcast,start a podcast on personal finance
bw_movie,Can you find and play a Pornochanchada black and white movie on the home theater system
movie,Can you begin Broliai Karamazovai (1958 filmas) on Prime Fight Play , directed by J.K. Bihari and featuring Maxime Eliassaint
music,I recommend checking out Ivakatagi ni yalo 
silent_movie,Play a absurdist comedy film silent movie by Warner Bros. Studios, Burbank in the study on the smart display
movie,Recommend a Sacred Defense cinema movie directed by Darko Markovic and starring Eddie Dew on Moviechi 
video,Explore Ruutu for cat videos
movie,Inform me about Last Exit to Earth available on CuriosityStream 
trailer,Play the video preview for "Uomini in guerra" with chick flick on tabii 
music,Start a random music playlist
adult,Play adult bukkake content
bts,I'm eager to begin watching Double Luck behind-the-scenes on CBS All Access 
podcast,Inform me about The Biryani Talk Show on magazines.russ.ru and suggest something similar
music,Can you search for the latest movie soundtrack releases
music,The latest rhumba releases from Young Legs are keeping me hooked
movie,recommend a movie in the Somaliwood category with stunning visuals and positive viewer reviews on Shudder 
video,Check out the latest live stream videos on Company Man 
silent_movie,What's your favorite visual storytelling 
radio_drama,Recommend a radio drama from horror on Overcast 
audiobook,What's a must-listen jizhuanti on Tympanum 
hentai,Watch Crimson Climax videos now
cartoon,Play an Tom es Jerry - A varazsgyuru for me
movie,Start the film The Dread Inheritance by Nathalie David with Susannah Doyle on the cast
silent_movie,Play a comedy of remarriage silent film by Exposed Film Productions on the digital art frame in the study
music,Commence the playback of Marginaux by MDC (bando) on Bugs!
podcast,Play the podcast "Ask the Podcast Coach" on Podcast Pickle 
radio,Find me some The Dragon's Net on Absolute Radio 20s 
movie,Watch Rober de Jesus Guaceta (The Work Goes On) from Pinewood Toronto Studios on Sling TV, it's, like, epic
movie,Play a animated documentary film produced by Atresmedia Cine named Fly for livet on the TV
series,Recommend a binge-worthy series on Flimmit 
audiobook,Can you suggest a popular Ci spoken books on Nook Audiobooks 
silent_movie,play a silent movie classic masterpiece
music,Play the Street Talk album by Core Cotton on Wynk Limited right away
cartoon,play a cartoon for family
hentai,Explore Angel Core and let me know if it's interesting
ad,Play the spoken version of L'ultimo dei comanches on Roku Channel for the blind
audio,Explore health and fitness audio recording and initiate playback on Autores.uy 
anime,start Japanese animation
movie,This technology is so confusing! All I want is to enjoy Games That Lovers Play directed by New Line Home Entertainment in the cabaret film category on Hoopla—is that too much to ask
bts,play a behind-the-scenes tour
music,Let the motivating music playlist play
comic,Start streaming the motion comic with the title Batman: Year One in the photo comics category on Tubi 
music,Play a new and unheard melody
music,Start a random playlist
movie,Find Momtaaj in Disaster from Gebrueder Beetz Filmproduktion on Paramount+ for me
adult,watch something for grown-ups
cartoon,play a cartoon for a good laugh
silent_movie,Play a motion picture without sound
radio_drama,Explore thriller radio play and initiate playback
audio,Can you recommend something like break-in 
movie,Can you find a tendency film movie for children from Deutsche Zeichentrickfilme G.m.b.H on Roku Channel
bts,Let's play the behind-the-scenes videos for Now Generation on Prime Fight Play 
documentary,Start playing Exploration from Clio
radio_drama,Discover Amazon Music 's collection of sci-fi adventure audio dramas
news,What's the latest Jornal da Globo news buzz on NHK World Radio 
movie,Play a movie from Cinemanse on Roku Channel for an old man like me
adult,watch Bukkake
movie,Find Circular Panorama of the Electric Tower and Pond within the collection on the mobile device
game,can you fire up Video Spiel TG-621 and load Totally Ratical Adventures for me
silent_movie,Initiate a silent movie night in the kitchen; play something from Theodor Lutsu Filmiproduktsioon on the kitchen smart display
audio,Find something similar to political audio recording and play it on DergiPark 
music,Surprise me with an unheard song
music,play a song for studying
podcast,search podcast episode
music,Suggest a opera album with relaxing vibes on PlayStation Music from Warner Music Chile 
movie,Start the film production on my favorite streaming service
radio_drama,play a classic adventure radio drama from Audioboom that's highly rated
audiobook,Resume listening to the self-help book reading Against Empathy on My Must Reads 
music,Could you play something at random, please
music,Create a dynamic playlist with Rap Game / Crack Game and upbeat ecossaise on VK Music from LoveCat Music 
hentai,watch animated adult scenes
cartoon,show me a cartoon episode with characters who overcome obstacles
bw_movie,I'm interested in launching a Cinepanettone black and white film in the bedroom
movie,Play Il pirata dell'amore from Famous Players Film Company on Avanti Cinema—it's a classic
bts,Can you search for behind the scenes and play it
music,Start a requested song
movie,Yo, play Darwin et la science de l'evolution directed by Mushegh Sarvarian on Avanti Cinema 
ad,What's the audio depiction of Secretos y mentiras like for the blind on NAVER NOW.
podcast,play a podcast about movies
movie,I'm not asking for your life story; just play a movie with Piotr Witkowski on Disney+
radio_drama,I want to explore audio dramas in the adventure genre on TuneIn 
movie,Uncover the cinematic brilliance of Shudder 's women's association football film collection
music,Play the soundtrack of the movie Aakhir Kyon? 
bw_movie,Would you mind launching a vintage The Moon Has Risen in black and white on the home theater system
movie,Cue up a film featuring Sven Waasner from 1091 Pictures on Netflix
movie,Cue up a movie directed by Eric Dure that received critical acclaim on Vudu
music,Play a random song from the galopa misionera genre
movie,Start a film from Bray Productions with Israel Broussard on FandangoNOW
podcast,Explore Podchaser for podcasts with thought-provoking discussions
radio_drama,Give me details about The Tiger Yussef on Limedia galeries and recommend something
movie,Start the space fantasy movie The Illusionist on Apple TV+ with the incredible Anna Lindholm
cartoon,Play an Miniforce: New Heroes Rise with Space elements
short_film,view Marmaduke and His Angel
music,Let's listen to Year of the Black Rainbow from T.R on Pandora immediately
music,start a music exploration
trailer,show me a glimpse of a critically acclaimed movie
movie,Stream Playing the Moldovans at Tennis in the cinema marginal category on Filimo 
movie,Let's, like, watch the movie Golden Genes on HBO Now – it's from Mitchell Beazley International, man
series,Play the season finale of Programa do Porchat from the beginning on DAZN 
silent_movie,Discover iconic silent films on FandangoNOW 
music,Play the Workout Jams playlist on Tidal 
audiobook,Search for 1-2-3 Sonsuz... Sonsuz Bilimin Gercekleri ve Cozumlenmesi audiobook on EBSCO Audiobooks 
movie,Pray, commence the screening of The Way to the Sea in the sageuk category on tabii
audiobook,Find me a novel by an author from Bhutan on W. F. Howes Ltd 
documentary,Suggest a documentary on Discovery+ that explores Environment themes
radio_drama,What audio dramas can I listen to on Stitcher 
movie,May I graciously request the commencement of the distinguished Psycosissimo in the gangster film category on Prime Fight Play
movie,Play L'Odeur de la mandarine by Premium Film
short_film,show me a concise movie that's full of positivity
bw_movie,Could you recommend an old sepia-toned movie for playback on the living room TV
ad,Play the auditory portrayal of Soft Beds, Hard Battles for the visually impaired on Viddsee 
adult,start a steamy scene
game,How does a interface drama session with The Sumerian Game sound to you
adult,start an adult film
podcast,Suggest a popular how-to podcast podcast on Wondery 
short_film,Start a concise movie
movie,I don't have time for your movie director knowledge; just tell me if Christmas Is Cancelled is on Cavea Plus
music,Choose a song at random and play it
comic,Begin playback of the animated comic The Sandman on HBO Max in the fumetti neri category
bw_movie,Commence streaming a road movie black and white film on the smart TV
documentary,Give me documentaries on Tubi from Zambia 
adult_asmr,Search for gang bang pornography NSFW ASMR on AngelsX 
cartoon,start a cartoon with interesting plot twists
game,Play breeding simulation game on Tele-Games Hockey-Tennis (99722) 
music,Play Alnara  Abdullayeva 's Sodali Do It Better (Live @ IV Adunata, Trezzo sull'Adda) on amazon music , and focus on the track forever 
music,Tell me about Nu skool breaks available on Wikizrodla and start playback
podcast,Search for spoken podcast episodes
movie,I don't have all day, put on a movie directed by Brigitte Podgorschek from Mikado Film on Avanti Cinema 
documentary,show me documentaries
game,Ready for a gaming extravaganza? Let's roll with Natural Selection 2 on Tomy Kiss Site 
video,Search for car review videos on MTV Katsomo 
music,play a reggae track
movie,Start the cinematic content on my preferred device
movie,Why is it so hard to find a decent musicarello movie like Defenders of the Law on Hoopla? This is, like, the worst day ever
movie,What's the name of that darn movie directed by Mikhail Izrailev available on Paramount+
music,Start a new release
news,Play the hometown news report on Amazon Music News 
movie,Oh, I'm in the mood for a movie starring Larisa Malevannaya, dear, can you find one on Tidal
audiobook,What's a highly rated diary novel audio books on audiobooks.com 
music,Put on a new and unfamiliar melody
radio_drama,Show me The Magician's Oath on Research Platform Alexandria and start playback
podcast,find podcasts on relationship advice
audio,Search for nature sounds 
news,what's the national news
music,Play Bella Tromba greatest hits on iheartradio 
movie,Play the blaxploitation horror film film Onye mmeri now
silent_movie,Resume watching the silent movie "Blackbirds (film 1920)" on Prime Fight Play 
silent_movie,Start a Jollywood silent film on Youtube TV by The Artistic Film in the home office
podcast,start podcasts on mental health
movie,watch a fantasy film
movie,I humbly request the initiation of the screening for Ponnaranjanam directed by Pathe Films on Hulu
radio_drama,Show me Trial of the Valeyard on Woman's Literary Club of Baltimore Archive and start playback
series,Suggest a binge-worthy series on Kocowa 
movie,Could you start watching Who Do You Love from Famous Players Film Company on Netflix when you have a moment
news,tell me the local news
cartoon,start a cartoon with iconic catchphrases
movie,Start the film Han som elsket livet from DCM Film Distribution on Viddsee . It's an excellent gay-related film movie that I've been wanting to watch
movie,play a movie with a great soundtrack
podcast,play a self-help podcast
movie,Let the magic of film transport you to different cultures and perspectives
music,Put on Jamal Abdul Raheem 's music
podcast,Play the most recent episode of a science podcast on The On Being Project 
movie,Commence streaming a film by Valhalla Entertainment titled Un colpo perfetto in the donghua feature film genre on Youtube Movies 
video,start a dance video
movie,Commence the viewing of Una squillo per l'ispettore Klute on Hoopla 
movie,Could you kindly arrange the exhibition of the film Winde der Wildnis directed by Mult.ru on Tubi
